EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-11-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

01-05 STAID       : Station identifier
07-46 STATIONNAME : Station Name
48-87 COUNTRYNAME : Country Name
89-97 LAT         : Latitude in degrees:minutes:seconds (+:North, -:South)
99-109 LON        : Longitude in degrees:minutes:seconds (+:East, -:West)
111-115 HGT       : Station elevation in meters 

STAID,STATIONNAME                             ,COUNTRYNAME                             ,LAT      ,LON       ,HGT
7096 ,KOKEMAKI TULKKILA                       ,FINLAND                                 ,+61:15:10,+022:20:58,  38
7097 ,TAMPERE HARMALA-1                       ,FINLAND                                 ,+61:28:00,+023:45:00,  85
7098 ,TAMMELA MUSTIALA                        ,FINLAND                                 ,+60:49:00,+023:46:00, 110
7110 ,PIRKKALA TAMPERE-PIRKKALAN LENTOASEMA   ,FINLAND                                 ,+61:25:14,+023:37:23, 119
7111 ,SOMERO HIRSJARVI                        ,FINLAND                                 ,+60:34:59,+023:42:00,  86
7112 ,KYLMAKOSKI NAULI                        ,FINLAND                                 ,+61:07:59,+023:40:00,  93
7114 ,JOKIOINEN JOKIOISTEN OBSERVATORIO AWS   ,FINLAND                                 ,+60:48:50,+023:30:02, 104
7115 ,TAMPERE HATANPAA                        ,FINLAND                                 ,+61:29:12,+023:46:24,  83
7116 ,TAMPERE HARMALA                         ,FINLAND                                 ,+61:27:56,+023:45:00,  85
7117 ,SOMERO SALKOLA                          ,FINLAND                                 ,+60:38:47,+023:48:33, 143
7118 ,HAMEENLINNA KAURIALA                    ,FINLAND                                 ,+61:00:00,+024:27:00,  92
7119 ,HYVINKAA HYVINKAANKYLA                  ,FINLAND                                 ,+60:35:44,+024:48:23,  86
7120 ,HATTULA LETEENSUO                       ,FINLAND                                 ,+61:04:00,+024:13:59,  88
7121 ,HAUHO HAHKIALA                          ,FINLAND                                 ,+61:09:00,+024:34:59,  98
7122 ,PALKANE MYTTAALA                        ,FINLAND                                 ,+61:20:16,+024:12:38, 103
7137 ,NURMIJARVI GEOFYSIIKAN OBSERVATORIO     ,FINLAND                                 ,+60:30:30,+024:39:24, 111
7138 ,HAMEENLINNA KATINEN                     ,FINLAND                                 ,+60:59:57,+024:29:40,  87
7139 ,HATTULA LEPAA                           ,FINLAND                                 ,+61:06:52,+024:19:45,  87
7140 ,LAHTI LAUNE                             ,FINLAND                                 ,+60:57:42,+025:38:03,  78
7141 ,ORIMATTILA KAKELA                       ,FINLAND                                 ,+60:48:23,+025:46:19,  78
7142 ,HAMEENLINNA LAMMI PAPPILA               ,FINLAND                                 ,+61:03:14,+025:02:31, 125
7143 ,LAMMI EVO                               ,FINLAND                                 ,+61:10:59,+025:04:59, 127
7144 ,ASIKKALA PULKKILANHARJU-1               ,FINLAND                                 ,+61:18:02,+025:32:44,  85
7146 ,LAHTI KUJALA                            ,FINLAND                                 ,+60:58:00,+025:43:00, 112
7151 ,KOSKI HL HYRKKALA                       ,FINLAND                                 ,+61:04:59,+025:13:59, 108
7152 ,LAMMI VESTOLA                           ,FINLAND                                 ,+61:09:00,+025:15:00, 147
7166 ,LAMMI EVO                               ,FINLAND                                 ,+61:12:00,+025:07:59, 132
7167 ,HOLLOLA ALA-OKEROINEN                   ,FINLAND                                 ,+60:55:00,+025:34:59,  87
7169 ,MANTSALA PUROLA                         ,FINLAND                                 ,+60:34:42,+025:29:29,  50
7170 ,HAMEENLINNA LAMMI ISO-EVO               ,FINLAND                                 ,+61:10:58,+025:02:24, 129
7171 ,ASIKKALA PULKKILANHARJU                 ,FINLAND                                 ,+61:15:54,+025:31:23,  80
7172 ,ASIKKALA MAATAL.OPPILAITOS              ,FINLAND                                 ,+61:13:00,+025:30:00,  92
7175 ,HAMEENLINNA LAMMI EVO                   ,FINLAND                                 ,+61:12:59,+025:08:09, 133
7176 ,KOUVOLA UTTI LENTOKENTTA                ,FINLAND                                 ,+60:53:25,+026:56:39,  99
7177 ,KOTKA SUNILA                            ,FINLAND                                 ,+60:30:00,+026:58:00,  14
7178 ,LAPINJARVI INGERMANNINKYLA              ,FINLAND                                 ,+60:37:19,+026:08:35,  26
7179 ,KOUVOLA ANJALA                          ,FINLAND                                 ,+60:41:47,+026:48:48,  33
7180 ,KUUSANKOSKI KESKUSTA                    ,FINLAND                                 ,+60:54:00,+026:39:00,  61
7181 ,HEINOLA ASEMANTAUS                      ,FINLAND                                 ,+61:11:58,+026:03:10,  92
7197 ,VALKEALA URO                            ,FINLAND                                 ,+61:00:00,+026:46:59,  73
7198 ,KOUVOLA UTTI LENTOPORTINTIE             ,FINLAND                                 ,+60:53:25,+026:56:39,  99
7210 ,VIROLAHTI KOIVUNIEMI                    ,FINLAND                                 ,+60:31:37,+027:40:32,   5
7212 ,YLAMAA YLIJARVI                         ,FINLAND                                 ,+60:46:00,+027:55:59,  60
7214 ,LAPPEENRANTA LENTOASEMA                 ,FINLAND                                 ,+61:02:38,+028:09:15, 106
7215 ,RUOKOLAHTI KOTANIEMI                    ,FINLAND                                 ,+61:22:00,+028:40:00,  95
7221 ,TAIPALSAARI KYLANIEMI                   ,FINLAND                                 ,+61:18:16,+028:10:55,  86
7222 ,LAPPEENRANTA KONNUNSUO                  ,FINLAND                                 ,+61:02:21,+028:33:56,  46
7223 ,LAPPEENRANTA LEPOLA                     ,FINLAND                                 ,+61:03:25,+028:12:42, 103
7225 ,PUUMALA HUUHKAALA                       ,FINLAND                                 ,+61:27:39,+028:22:28, 134
7227 ,LAPPEENRANTA HIEKKAPAKKA                ,FINLAND                                 ,+61:11:52,+028:28:32,  77
7228 ,RAUTJARVI SIMPELE KANGASKOSKI           ,FINLAND                                 ,+61:25:21,+029:23:40,  75
7229 ,PARIKKALA KOITSANLAHTI                  ,FINLAND                                 ,+61:26:39,+029:27:50,  74
7230 ,MANTYLUOTO/PORI                         ,FINLAND                                 ,+61:34:59,+021:28:59,   4
7231 ,KASKINEN SALGRUND                       ,FINLAND                                 ,+62:20:02,+021:11:38,   5
7237 ,KRISTIINANKAUPUNKI KARHUSAARI           ,FINLAND                                 ,+62:15:27,+021:19:15,   1
7238 ,PORI MANTYLUOTO                         ,FINLAND                                 ,+61:36:00,+021:27:00,   7
7240 ,KARIJOKI KANKALO                        ,FINLAND                                 ,+62:19:14,+021:50:54, 100
7241 ,PORI TAHKOLUOTO                         ,FINLAND                                 ,+61:37:49,+021:22:45,   3
7242 ,KRISTIINANKAUPUNKI MAJAKKA              ,FINLAND                                 ,+62:12:11,+021:10:23,   0
7244 ,MOUHIJARVI SELKEE                       ,FINLAND                                 ,+61:31:00,+022:58:59,  92
7245 ,KARVIA ALKKIA                           ,FINLAND                                 ,+62:10:59,+022:48:11, 160
7261 ,KAUHAJOKI KUJA-KOKKO                    ,FINLAND                                 ,+62:24:47,+022:11:12,  93
7263 ,KANKAANPAA NIINISALO LENTOKENTTA        ,FINLAND                                 ,+61:50:17,+022:28:01, 122
7264 ,KIHNIO AITONEVA                         ,FINLAND                                 ,+62:12:00,+023:19:00, 171
7279 ,HAMEENKYRO KYROSPOHJA                   ,FINLAND                                 ,+61:37:00,+023:10:00,  71
7280 ,VIRRAT AIJANNEVA                        ,FINLAND                                 ,+62:19:39,+023:32:44, 138
7281 ,TAMPERE SIILINKARI                      ,FINLAND                                 ,+61:31:03,+023:45:25,  96
7283 ,JAMSA HALLI LENTOKENTTA                 ,FINLAND                                 ,+61:51:23,+024:47:21, 145
7284 ,KANGASALA KOYRA                         ,FINLAND                                 ,+61:33:00,+024:13:59,  98
7285 ,JUUPAJOKI HYYTIALA                      ,FINLAND                                 ,+61:50:44,+024:17:26, 153
7286 ,MANTTA KPKI                             ,FINLAND                                 ,+62:01:59,+024:37:59, 106
7304 ,JAMSA HALLI LENTOASEMANTIE              ,FINLAND                                 ,+61:51:33,+024:49:05, 144
7305 ,JAMSANKOSKI                             ,FINLAND                                 ,+61:55:00,+025:09:00, 100
7306 ,JYVASKYLA KESKUSTA                      ,FINLAND                                 ,+62:13:59,+025:43:59, 115
7325 ,JYVASKYLAN MLK TIKKAKOSKI               ,FINLAND                                 ,+62:24:00,+025:36:00, 148
7326 ,JYVASKYLA KELJO                         ,FINLAND                                 ,+62:12:00,+025:43:00, 137
7327 ,LUHANKA JUDINSALO                       ,FINLAND                                 ,+61:42:15,+025:30:30,  81
7328 ,MULTIA PIRTTIPERA                       ,FINLAND                                 ,+62:24:37,+025:03:14, 181
7329 ,JAMSA HIMOS                             ,FINLAND                                 ,+61:53:08,+025:19:48, 205
7330 ,JOUTSA LEIVONMAKI SAVENAHO              ,FINLAND                                 ,+61:52:45,+026:05:56, 146
7351 ,PERTUNMAA LAUKKALA                      ,FINLAND                                 ,+61:31:53,+026:19:50, 145
7354 ,LAUKAA SAVIO                            ,FINLAND                                 ,+62:19:59,+026:00:00,  86
7356 ,MIKKELI LENTOASEMA                      ,FINLAND                                 ,+61:41:13,+027:12:36, 101
7357 ,PIEKSAMAKI NIKKARILA                    ,FINLAND                                 ,+62:15:00,+027:15:00, 125
7368 ,PIEKSAMAEN MLK NAARAJARVI               ,FINLAND                                 ,+62:16:59,+026:58:59, 124
7371 ,LEPPAVIRTA KK                           ,FINLAND                                 ,+62:28:59,+027:46:59, 122
7373 ,JUVA PARTALA                            ,FINLAND                                 ,+61:53:31,+027:53:17, 110
7375 ,JOROINEN VARKAUDEN LENTOASEMA           ,FINLAND                                 ,+62:10:24,+027:51:48,  87
7376 ,VARKAUS KOSULANNIEMI                    ,FINLAND                                 ,+62:19:18,+027:54:39,  83
7377 ,PUUMALA SORJOLA                         ,FINLAND                                 ,+61:34:00,+028:04:44, 146
7385 ,SAVONLINNA LENTOASEMA                   ,FINLAND                                 ,+61:56:45,+028:56:04,  95
7386 ,SAVONLINNA ORAVI                        ,FINLAND                                 ,+62:06:00,+028:40:00,  82
7388 ,SAVONLINNA RUUNAVUORI                   ,FINLAND                                 ,+61:50:26,+028:50:36, 155
7389 ,PUUMALA KIRKONKYLA                      ,FINLAND                                 ,+61:32:08,+028:11:30, 125
7390 ,RANTASALMI RUKKASLUOTO                  ,FINLAND                                 ,+62:03:46,+028:34:09,  79
7391 ,PUNKAHARJU LAUKANSAARI                  ,FINLAND                                 ,+61:48:06,+029:19:05,  78
7402 ,KITEE HEINONIEMI                        ,FINLAND                                 ,+62:12:00,+029:28:00,  76
7403 ,KESALAHTI MANTYNIEMI                    ,FINLAND                                 ,+61:52:50,+029:50:27,  90
7404 ,KITEE KK                                ,FINLAND                                 ,+62:06:00,+030:07:59, 104
7406 ,VAASA VAASAN LENTOASEMA                 ,FINLAND                                 ,+63:02:30,+021:46:04,   6
7407 ,GASHALLAN/NARPIO                        ,FINLAND                                 ,+62:34:00,+021:03:00,   3
7408 ,MUSTASAARI VALASSAARET                  ,FINLAND                                 ,+63:26:07,+021:04:05,   4
